ProductKey,Unit price,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
573,2384.07,BK-T79U-46,3,LB ,CM ,"Touring-1000 Blue, 46","Paseo: 1000, azul, 46","Vélo de randonnée 1000 bleu, 46",1481.9379,TRUE,Blue,100,75,2384.07,46,42-46 CM,25,4,T ,1430.442,H ,U ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"Voyagez confortablement et avec élégance. Confort et sécurité maximum. Large éventail de vitesses pour gravir toutes les côtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.",??????????????????????????????????????????????????????????????????,????????? ??????? ?????? ??????? ??? ?????. ??? ?? ????? ??? ??????? ?????? ???? ????? ?????? ???????. ???? ?? ?????? ?????? ?? ?????? ??????? ??????? ??? ???? ????? ?????????. ???? ?????? ????? ?????????? ????? ??????? ??? ????? ??? ??? ?????.,????? ??????? ?????. ????? ?????? ???? ?????? ????????. ???? ??? ?? ?????? ??????? ????? ?????? ?? ?? ????????. ???? ?????? ????????? ???? ??? ???? ?????? ??? ????? ????.,???????????????????????????????  ?????????????????????????????????????????????????  ??????????????? ?????????????????????  ????????????????????????????????????????????? ???????????????????????????,Fahren Sie mit Stil und Komfort. Design für maximalen Komfort und maximale Sicherheit. Viele Gänge für jede Steigung. Der hochwertige Rahmen aus Aluminiumlegierung ist robust und leicht.,?????????????????????????????????????????? ?????????????????????? ????????????????????????????????????,"""Tarz ve konforlu yolculuk. Maksimum konfor ve güvenlik için tasarland?. Tüm tepelere ç?kacak kadar çok vitesli. Yüksek teknoloji alüminyum ala??m? yap?s?, dayan?kl?l?k sa?larken hafiflikten de taviz vermiyor.""",01-07-2013,,Current
574,2384.07,BK-T79U-50,3,LB ,CM ,"Touring-1000 Blue, 50","Paseo: 1000, azul, 50","Vélo de randonnée 1000 bleu, 50",1481.9379,TRUE,Blue,100,75,2384.07,50,48-52 CM,25,4,T ,1430.442,H ,U ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"Voyagez confortablement et avec élégance. Confort et sécurité maximum. Large éventail de vitesses pour gravir toutes les côtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.",??????????????????????????????????????????????????????????????????,????????? ??????? ?????? ??????? ??? ?????. ??? ?? ????? ??? ??????? ?????? ???? ????? ?????? ???????. ???? ?? ?????? ?????? ?? ?????? ??????? ??????? ??? ???? ????? ?????????. ???? ?????? ????? ?????????? ????? ??????? ??? ????? ??? ??? ?????.,????? ??????? ?????. ????? ?????? ???? ?????? ????????. ???? ??? ?? ?????? ??????? ????? ?????? ?? ?? ????????. ???? ?????? ????????? ???? ??? ???? ?????? ??? ????? ????.,???????????????????????????????  ?????????????????????????????????????????????????  ??????????????? ?????????????????????  ????????????????????????????????????????????? ???????????????????????????,Fahren Sie mit Stil und Komfort. Design für maximalen Komfort und maximale Sicherheit. Viele Gänge für jede Steigung. Der hochwertige Rahmen aus Aluminiumlegierung ist robust und leicht.,?????????????????????????????????????????? ?????????????????????? ????????????????????????????????????,"""Tarz ve konforlu yolculuk. Maksimum konfor ve güvenlik için tasarland?. Tüm tepelere ç?kacak kadar çok vitesli. Yüksek teknoloji alüminyum ala??m? yap?s?, dayan?kl?l?k sa?larken hafiflikten de taviz vermiyor.""",01-07-2013,,Current
575,2384.07,BK-T79U-54,3,LB ,CM ,"Touring-1000 Blue, 54","Paseo: 1000, azul, 54","Vélo de randonnée 1000 bleu, 54",1481.9379,TRUE,Blue,100,75,2384.07,54,54-58 CM,26,4,T ,1430.442,H ,U ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"Voyagez confortablement et avec élégance. Confort et sécurité maximum. Large éventail de vitesses pour gravir toutes les côtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.",??????????????????????????????????????????????????????????????????,????????? ??????? ?????? ??????? ??? ?????. ??? ?? ????? ??? ??????? ?????? ???? ????? ?????? ???????. ???? ?? ?????? ?????? ?? ?????? ??????? ??????? ??? ???? ????? ?????????. ???? ?????? ????? ?????????? ????? ??????? ??? ????? ??? ??? ?????.,????? ??????? ?????. ????? ?????? ???? ?????? ????????. ???? ??? ?? ?????? ??????? ????? ?????? ?? ?? ????????. ???? ?????? ????????? ???? ??? ???? ?????? ??? ????? ????.,???????????????????????????????  ?????????????????????????????????????????????????  ??????????????? ?????????????????????  ????????????????????????????????????????????? ???????????????????????????,Fahren Sie mit Stil und Komfort. Design für maximalen Komfort und maximale Sicherheit. Viele Gänge für jede Steigung. Der hochwertige Rahmen aus Aluminiumlegierung ist robust und leicht.,?????????????????????????????????????????? ?????????????????????? ????????????????????????????????????,"""Tarz ve konforlu yolculuk. Maksimum konfor ve güvenlik için tasarland?. Tüm tepelere ç?kacak kadar çok vitesli. Yüksek teknoloji alüminyum ala??m? yap?s?, dayan?kl?l?k sa?larken hafiflikten de taviz vermiyor.""",01-07-2013,,Current
576,2384.07,BK-T79U-60,3,LB ,CM ,"Touring-1000 Blue, 60","Paseo: 1000, azul, 60","Vélo de randonnée 1000 bleu, 60",1481.9379,TRUE,Blue,100,75,2384.07,60,60-62 CM,26,4,T ,1430.442,H ,U ,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,"Voyagez confortablement et avec élégance. Confort et sécurité maximum. Large éventail de vitesses pour gravir toutes les côtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.",??????????????????????????????????????????????????????????????????,????????? ??????? ?????? ??????? ??? ?????. ??? ?? ????? ??? ??????? ?????? ???? ????? ?????? ???????. ???? ?? ?????? ?????? ?? ?????? ??????? ??????? ??? ???? ????? ?????????. ???? ?????? ????? ?????????? ????? ??????? ??? ????? ??? ??? ?????.,????? ??????? ?????. ????? ?????? ???? ?????? ????????. ???? ??? ?? ?????? ??????? ????? ?????? ?? ?? ????????. ???? ?????? ????????? ???? ??? ???? ?????? ??? ????? ????.,???????????????????????????????  ?????????????????????????????????????????????????  ??????????????? ?????????????????????  ????????????????????????????????????????????? ???????????????????????????,Fahren Sie mit Stil und Komfort. Design für maximalen Komfort und maximale Sicherheit. Viele Gänge für jede Steigung. Der hochwertige Rahmen aus Aluminiumlegierung ist robust und leicht.,?????????????????????????????????????????? ?????????????????????? ????????????????????????????????????,"""Tarz ve konforlu yolculuk. Maksimum konfor ve güvenlik için tasarland?. Tüm tepelere ç?kacak kadar çok vitesli. Yüksek teknoloji alüminyum ala??m? yap?s?, dayan?kl?l?k sa?larken hafiflikten de taviz vermiyor.""",01-07-2013,,Current
577,1214.85,BK-T44U-46,3,LB ,CM ,"Touring-2000 Blue, 46","Paseo: 2000, azul, 46","Vélo de randonnée 2000 bleu, 46",755.1508,TRUE,Blue,100,75,1214.85,46,42-46 CM,27,4,T ,728.91,M ,U ,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",La selle rembourrée offre un confort optimal. Le porte-bagages nouvellement remanié offre diverses possibilités d'ajout de paniers ou de sacoches. Ce vélo reste parfaitement stable une fois chargé.,????????????????????????????????????????????????????????????,?? ???? ??????? ?????? ??????? ?? ???? ????? ????? ?? ??? ????? ?? ??????? ???? ?????? ??? ???? ?? ???? ??????? ??????? ??????? ????? ????? ?????? ???? ?? ??? ????? ??? ???????. ?????? ??? ??????? ???????? ??? ??? ??????? ???????.,????? ?????? ??????? ????? ????? ????? ????? ???? ???? ????? ???? ?? ?????? ???? ???? ????? ??????? ????? ????? ????. ??????? ??? ?????? ?? ?????? ?? ????? ???.,?????????????????????????????????????????????????? ???????????????? ???????????????????????????????????????? ????????????????? ???????????????,"""Der Polstersattel bietet Fahrkomfort für den ganzen Tag, und der Gepäckträger mit neuem Design bietet viel Platz für Fahrradtaschen und Körbe. Dieses Fahrrad behält seine Stabilität auch im voll beladenen Zustand.""",????? ???? ???? 1 ???????????????????????????????? ?????????????????????????????????????????,"""Özel yap?m konforlu sele ile tüm gün bisiklet sürebilirsiniz, ayr?ca k?sa süre önce yeniden tasarlanan ta??y?c?da sepet ve bisiklet çantas? eklenebilecek bol yer vard?r.  Bu bisiklet tam olarak yüklendi?inde dengelidir.""",01-07-2013,,Current
578,1214.85,BK-T44U-50,3,LB ,CM ,"Touring-2000 Blue, 50","Paseo: 2000, azul, 50","Vélo de randonnée 2000 bleu, 50",755.1508,TRUE,Blue,100,75,1214.85,50,48-52 CM,27,4,T ,728.91,M ,U ,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",La selle rembourrée offre un confort optimal. Le porte-bagages nouvellement remanié offre diverses possibilités d'ajout de paniers ou de sacoches. Ce vélo reste parfaitement stable une fois chargé.,????????????????????????????????????????????????????????????,?? ???? ??????? ?????? ??????? ?? ???? ????? ????? ?? ??? ????? ?? ??????? ???? ?????? ??? ???? ?? ???? ??????? ??????? ??????? ????? ????? ?????? ???? ?? ??? ????? ??? ???????. ?????? ??? ??????? ???????? ??? ??? ??????? ???????.,????? ?????? ??????? ????? ????? ????? ????? ???? ???? ????? ???? ?? ?????? ???? ???? ????? ??????? ????? ????? ????. ??????? ??? ?????? ?? ?????? ?? ????? ???.,?????????????????????????????????????????????????? ???????????????? ???????????????????????????????????????? ????????????????? ???????????????,"""Der Polstersattel bietet Fahrkomfort für den ganzen Tag, und der Gepäckträger mit neuem Design bietet viel Platz für Fahrradtaschen und Körbe. Dieses Fahrrad behält seine Stabilität auch im voll beladenen Zustand.""",????? ???? ???? 1 ???????????????????????????????? ?????????????????????????????????????????,"""Özel yap?m konforlu sele ile tüm gün bisiklet sürebilirsiniz, ayr?ca k?sa süre önce yeniden tasarlanan ta??y?c?da sepet ve bisiklet çantas? eklenebilecek bol yer vard?r.  Bu bisiklet tam olarak yüklendi?inde dengelidir.""",01-07-2013,,Current
579,1214.85,BK-T44U-54,3,LB ,CM ,"Touring-2000 Blue, 54","Paseo: 2000, azul, 54","Vélo de randonnée 2000 bleu, 54",755.1508,TRUE,Blue,100,75,1214.85,54,54-58 CM,28,4,T ,728.91,M ,U ,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",La selle rembourrée offre un confort optimal. Le porte-bagages nouvellement remanié offre diverses possibilités d'ajout de paniers ou de sacoches. Ce vélo reste parfaitement stable une fois chargé.,????????????????????????????????????????????????????????????,?? ???? ??????? ?????? ??????? ?? ???? ????? ????? ?? ??? ????? ?? ??????? ???? ?????? ??? ???? ?? ???? ??????? ??????? ??????? ????? ????? ?????? ???? ?? ??? ????? ??? ???????. ?????? ??? ??????? ???????? ??? ??? ??????? ???????.,????? ?????? ??????? ????? ????? ????? ????? ???? ???? ????? ???? ?? ?????? ???? ???? ????? ??????? ????? ????? ????. ??????? ??? ?????? ?? ?????? ?? ????? ???.,?????????????????????????????????????????????????? ???????????????? ???????????????????????????????????????? ????????????????? ???????????????,"""Der Polstersattel bietet Fahrkomfort für den ganzen Tag, und der Gepäckträger mit neuem Design bietet viel Platz für Fahrradtaschen und Körbe. Dieses Fahrrad behält seine Stabilität auch im voll beladenen Zustand.""",????? ???? ???? 1 ???????????????????????????????? ?????????????????????????????????????????,"""Özel yap?m konforlu sele ile tüm gün bisiklet sürebilirsiniz, ayr?ca k?sa süre önce yeniden tasarlanan ta??y?c?da sepet ve bisiklet çantas? eklenebilecek bol yer vard?r.  Bu bisiklet tam olarak yüklendi?inde dengelidir.""",01-07-2013,,Current
580,1700.99,BK-R79Y-40,2,LB ,CM ,"Road-350-W Yellow, 40","Carretera: 350 para mujer, amarilla, 40","Vélo de route 350 -W - jaune, 40",1082.51,TRUE,Yellow,100,75,1700.99,40,38-40 CM,15,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un systčme de selle perfectionné qui offre un confort optimal.",?????????????????????????????????????????????????????????????????,?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.,"????? ?????, ????? ?? ??? ????? ????? ?? ??????? ???? ????? ????? ???????????? ?????. ????????? ?????? ?? ????? ????? ????? ????? ?? ????.",???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????,"""Ein schlankes, aerodynamisches Fahrrad für die Frau für Crosstraining, Touren und Stadt. Komfort den ganzen Tag durch ergonomischen Sattel.""",???????????????????????????? ???????????????????????????????????? 1 ????????????,"""Kad?nlar için tasarlanan bu ??k ve aerodinamik bisikletle kros yap?n, yar???n veya yaln?zca sosyalle?in.  Geli?mi? sele teknolojisi tüm gün konfor sa?lar.""",01-07-2013,,Current
581,1700.99,BK-R79Y-42,2,LB ,CM ,"Road-350-W Yellow, 42","Carretera: 350 para mujer, amarilla, 42","Vélo de route 350 -W - jaune, 42",1082.51,TRUE,Yellow,100,75,1700.99,42,42-46 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un systčme de selle perfectionné qui offre un confort optimal.",?????????????????????????????????????????????????????????????????,?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.,"????? ?????, ????? ?? ??? ????? ????? ?? ??????? ???? ????? ????? ???????????? ?????. ????????? ?????? ?? ????? ????? ????? ????? ?? ????.",???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????,"""Ein schlankes, aerodynamisches Fahrrad für die Frau für Crosstraining, Touren und Stadt. Komfort den ganzen Tag durch ergonomischen Sattel.""",???????????????????????????? ???????????????????????????????????? 1 ????????????,"""Kad?nlar için tasarlanan bu ??k ve aerodinamik bisikletle kros yap?n, yar???n veya yaln?zca sosyalle?in.  Geli?mi? sele teknolojisi tüm gün konfor sa?lar.""",01-07-2013,,Current
582,1700.99,BK-R79Y-44,2,LB ,CM ,"Road-350-W Yellow, 44","Carretera: 350 para mujer, amarilla, 44","Vélo de route 350 -W - jaune, 44",1082.51,TRUE,Yellow,100,75,1700.99,44,42-46 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un systčme de selle perfectionné qui offre un confort optimal.",?????????????????????????????????????????????????????????????????,?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.,"????? ?????, ????? ?? ??? ????? ????? ?? ??????? ???? ????? ????? ???????????? ?????. ????????? ?????? ?? ????? ????? ????? ????? ?? ????.",???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????,"""Ein schlankes, aerodynamisches Fahrrad für die Frau für Crosstraining, Touren und Stadt. Komfort den ganzen Tag durch ergonomischen Sattel.""",???????????????????????????? ???????????????????????????????????? 1 ????????????,"""Kad?nlar için tasarlanan bu ??k ve aerodinamik bisikletle kros yap?n, yar???n veya yaln?zca sosyalle?in.  Geli?mi? sele teknolojisi tüm gün konfor sa?lar.""",01-07-2013,,Current
583,1700.99,BK-R79Y-48,2,LB ,CM ,"Road-350-W Yellow, 48","Carretera: 350 para mujer, amarilla, 48","Vélo de route 350 -W - jaune, 48",1082.51,TRUE,Yellow,100,75,1700.99,48,48-52 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un systčme de selle perfectionné qui offre un confort optimal.",?????????????????????????????????????????????????????????????????,?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.,"????? ?????, ????? ?? ??? ????? ????? ?? ??????? ???? ????? ????? ???????????? ?????. ????????? ?????? ?? ????? ????? ????? ????? ?? ????.",???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????,"""Ein schlankes, aerodynamisches Fahrrad für die Frau für Crosstraining, Touren und Stadt. Komfort den ganzen Tag durch ergonomischen Sattel.""",???????????????????????????? ???????????????????????????????????? 1 ????????????,"""Kad?nlar için tasarlanan bu ??k ve aerodinamik bisikletle kros yap?n, yar???n veya yaln?zca sosyalle?in.  Geli?mi? sele teknolojisi tüm gün konfor sa?lar.""",01-07-2013,,Current
584,539.99,BK-R19B-58,2,LB ,CM ,"Road-750 Black, 58","Carretera: 750, negra, 58","Vélo de route 750 noir, 58",343.6496,TRUE,Black,100,75,539.99,58,54-58 CM,21,4,R ,323.994,L ,U ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons ŕ blocage rapide.,?????????????????????????????????,???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.,"????? ??????? ????????; ?????? ????? ???? ""???? ????"" ?? ????? ?????. ?????? ???????? ?????? ????.",????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????,Ein Erwachsenenrad für Einsteiger; bietet Komfort über Land und in der Stadt. Schnellspann-Naben und Felgen.,????? ?????????????????????????????????????????????????????????,"""Ba?lang?ç seviyesinde yeti?kin bisikleti, k?rda veya soka??n?zda konforlu sürü? sunar. Kolay ç?kar?lan göbekler ve jantlar.""",01-07-2013,,Current
585,742.35,BK-T18U-44,3,LB ,CM ,"Touring-3000 Blue, 44","Paseo: 3000, azul, 44","Vélo de randonnée 3000 bleu, 44",461.4448,TRUE,Blue,100,75,742.35,44,42-46 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,01-07-2013,,Current
